,price
1278091,580000
1325807,950000
1318718,330000
1268876,995000
1300531,568000
1316316,689900
1273577,220000
1324841,11950000
1325997,895000
1331811,749950
1332052,2999000
1300887,469999
1252814,1795000
1327777,1295000
1312369,1689000
1287448,770000
1265988,699000
1350313,665000
1287809,1350000
1322941,888000
1324285,2400000
1274049,1299000
1278645,620000
1307529,1039000
1316203,749990
1260083,649000
1343185,485000
1298799,565000
1260461,1679999
1262025,649000
1307888,849500
1272282,864999
1308198,639000
1297830,649888
1281317,385000
1268879,559000
1325369,2498000
1344176,249000
1284804,4300000
1307536,1289000
1320686,745000
1258126,995000
1319107,152500
1312651,775000
1287571,999000
1278517,1548000
1301901,999995
1297573,539950
1304635,799000
1284278,489000
1331867,799999
1304984,375000
1265408,725000
1338522,799000
1284539,1275000
1329862,1399000
1285613,1150000
1296897,278000
1273201,2150000
1282076,1450000
1287415,975000
1270834,519000
1334554,1648000
1288073,695000
1338093,2200000
1303309,529900
1347263,1800000
1266743,1225000
1348281,595000
1285435,26000000
1305278,1000000
1340537,345000
1263784,724900
1305284,525000
1326414,1599000
1263419,1350000
1344403,1795000
1348536,425000
1321552,299987
1283599,815000
1356875,450000
1342929,300000
1257414,509000
1339087,677646
1293872,299000
1281334,799900
1352419,625000
1332884,1799000
1347449,485900
1357143,350000
1316783,480000
1342304,549000
1332755,560000
1351484,114899
1276849,365000
1300833,520000
1350903,699900
1283636,4888000
1343120,469000
1300720,540000
1282894,539000
1269957,950000
1333524,300000
1351002,999022
1279424,574900
1349732,549990
1291928,1695000
1267444,380000
1300432,799990
1264751,900000
1320311,1295000
1293209,599000
1347295,605000
1324643,3499888
1283990,795000
1267305,781000
1279752,745944
1298082,801000
1262610,1250000
1330920,1895000
1311460,504900
1303557,380000
1317549,565000
1353215,895000
1258738,13000000
1333319,499950
1320782,275000
1274490,1049990
1278183,495000
1265239,459000
1263458,997000
1339164,910000
1321839,630000
1320272,439000
1317016,514990
1305773,1600000
1291430,449900
1283698,1098300
1347149,360000
1353846,359000
1341739,389900
1273696,2599900
1326088,799000
1258990,750000
1347305,549900
1272727,3149000
1275470,1699999
1334585,535000
1354338,525000
1330490,899000
1336136,999900
1306441,1375000
1265189,949000
1325818,1595000
1336206,888000
1260313,1499000
1323951,619000
1299933,796080
1348757,400000
1317328,498000
1327407,3195000
1341712,468880
1348953,505000
1263800,1299000
1316155,535000
1322703,14995000
1339139,565000
1272902,949000
1335017,1149000
1264600,2995000
1333515,1327000
1324696,1788000
1341569,760000
1350397,1200000
1356732,349000
1355218,485000
1273664,1495000
1267502,6000000
1323818,3488000
1335341,19900000
1302363,745000
1296164,349999
1268129,2595000
1285213,1075000
1327211,550000
1252552,3150000
1260693,650000
1280365,1399000
1331733,999000
1337957,1349000
1278688,745000
1292511,1275000
1283996,1595000
1351158,550000
1319546,284900
1271646,749000
1303018,589888
1260812,1749000
1304672,380000
1324047,1998000
1337583,1107000
1300653,160000
1280125,650000
1294267,525000
1316847,335000
1273148,2595000
1351402,149000
1331020,799000
1264213,1450000
1278447,334990
1329755,1050000
1352648,125000
1308660,450000
1283527,469800
1288041,1599000
1347381,899900
1305143,740000
1282305,1400000
1319297,515000
1332688,1177000
1288137,879000
1262664,1899999
1319153,458000
1309176,159500
1300622,399950
1319180,433685
1279492,559000
1343122,430000
1269184,359000
1324600,949000
1340667,469000
1289032,949000
1309020,388165
1269070,3649000
1270245,579000
1318599,265000
1296334,599000
1282193,950000
1336650,985000
1333964,808888
1358674,1400000
1269322,1399000
1265278,1600000
1306297,955000
1341164,469000
1320038,599000
1270468,6995000
1292147,5750000
1340312,569950
1262891,2495000
1264430,685000
1345334,469000
1335665,575000
1329670,4052000
1296242,285000
1266535,999000
1312662,1295000
1293504,689000
1275174,1049000
1271232,875000
1308071,2495000
1304697,730000
1310528,729000
1258419,1149000
1329202,969000
1272028,3695000
1341836,360000
1290748,650000
1321193,486400
1282540,999000
1268066,850000
1277437,369000
1322658,1628000
1341138,479000
1352127,699500
1259181,19990000
1291951,365000
1304781,825000
1347287,274900
1262949,1079000
1310211,715000
1294755,350000
1304613,450000
1305015,499500
1290066,900000
1261133,480000
1353681,401420
1273330,859900
1260189,580000
1209135,239900
1349443,599999
1302862,749900
1323778,3980000
1333788,640000
1276439,868800
1265247,780000
1346973,725490
1289864,619900
1332905,1400000
1307542,699000
1347813,529000
1260930,1195000
1302465,459000
1352129,738000
1309000,314900
1312933,210000
1311815,499990
1303088,1194999
1300648,450000
1305146,550000
1289364,1150000
1300477,950000
1319212,2000000
1270910,699000
1307140,1525000
1333172,487950
1342321,749900
1342183,480000
1297575,389000
1288967,1800000
1289986,989000
1305398,395000
1288659,1199900
1311628,298000
1311757,149000
1348160,562000
1272905,878658
1324179,3100000
1326980,1200000
1273269,367500
1266794,724900
1322370,649000
1264779,1599000
1340121,1250000
1308677,425000
1305710,2399000
1277522,3700000
1355898,424500
1270956,1499000
1317825,529000
1264137,2995000
1315271,409900
1274856,799900
1340689,425000
1297133,820000
1325653,799000
1337289,1679000
1344913,165000
1316384,595990
1319450,349000
1290949,599900
1307295,2150000
1273639,1600000
1280137,739000
1304990,998000
1349701,579000
1339313,3500000
1277031,868000
1330702,999999
1321037,279000
1282043,1549000
1262711,985000
1257939,875000
1290336,94900
1319837,289900
1336083,1725000
1322511,2500000
1306506,1649000
1304178,249999
1341043,420000
1289287,1350000
1285249,620000
1271484,1279000
1300633,510000
1308641,230000
1335177,740000
1337333,1100000
1307086,318000
1300004,390000
1278855,850000
1286164,950000
1330163,1148000
1284812,1300000
1333141,599888
1280687,475000
1265484,1950000
1264515,2300000
1265050,599999
1276714,1040000
1332063,1798000
1274402,395000
1290371,249000
1338843,639950
1316142,495000
1316884,469999
1333894,595000
1324655,1598000
1263907,4700000
1267501,1300000
1285689,2399000
1275643,650000
1330588,899000
1331554,929000
1306305,2595000
1313123,659000
1341050,475000
1304163,212000
1311097,425000
1348769,825000
1305277,1300000
1290295,308000
1318767,400000
1291086,490000
1276330,998000
1285588,829000
1358038,133000
1285358,438900
1354471,415000
1331674,1050000
1348743,349000
1278625,2199000
1323881,1499000
1259618,2690000
1326723,1095000
1335760,750000
1322947,1299000
1263931,1050000
1284308,1299000
1328736,599000
1282322,2995000
1276521,675000
1323888,1695000
1302364,540000
1258275,575000
1291092,570000
1279265,370000
1353861,330000
1288519,1149900
1339365,695000
1322741,1748000
1270312,7500000
1340527,410000
1268612,349900
1272649,749000
1302487,500000
1345933,750000
1319284,745000
1327894,629000
1331747,760000
1323553,3100000
1282755,649750
1346234,379000
1260439,1216000
1296356,385000
1277374,710000
1317813,450000
1295794,524900
1308276,9495000
1317812,379000
1351941,825500
1259579,1700000
1279217,499999
1283250,3500000
1323644,1275000
1320172,289500
1328637,9000000
1272863,629900
1268490,1450000
1273526,1328000
1287463,798000
1305991,1988800
1293812,525000
1310813,310000
1309946,250000
1339012,590000
1358113,599900
1338467,299950
1354993,235000
1322290,2295000
1323609,799999
1302936,355000
1330025,1350000
1263263,7390000
1263446,835000
1261110,3580000
1322170,835467
1295536,349000
1328829,844383
1266473,595000
1328165,675000
1349290,650000
1300962,560000
1274771,850000
1328788,488000
1303171,484800
1268717,995000
1339367,650000
1305559,2899000
1345346,299000
1308460,309900
1348145,519900
1266931,799900
1352264,574000
1271789,1249000
1294872,299000
1290567,535000
1280792,787500
1354423,219000
1312105,132000
1349210,639000
1293028,399000
1311122,425000
1281782,2350000
1348819,499900
1342221,759000
1348881,299000
1320246,410000
1290063,995000
1316334,559000
1345677,510000
1265786,738000
1280318,899000
1263857,1349000
1317389,750000
1334743,658888
1321713,829000
1355478,529000
1282503,775000
1265614,950000
1295508,586000
1277281,550000
1278338,795000
1275440,940000
1263412,1498000
1269452,895000
1354819,499000
1331661,950000
1292272,1190000
1263361,579900
1279920,759900
1340443,475000
1307027,925000
1323116,2265000
1286750,950000
1354555,315000
1269091,699000
1278280,635000
1344416,225000
1352130,650000
1334699,1675000
1290783,365500
1305177,650000
1318706,300000
1329169,799000
1321846,1595000
1262512,1899000
1314978,415000
1304181,239900
1287742,545000
1324475,2058888
1287873,415000
1288428,1625000
1308085,2229000
1356436,399000
1334123,549999
1335761,639000
1308702,570000
1350450,399950
1300484,590000
1272791,1149000
1276708,849000
1257989,999888
1287941,4500000
1263013,748888
1344125,455000
1293512,699900
1271438,1979000
1318704,175000
1305219,780000
1330385,2100000
1275531,895000
1297450,240000
1342373,549900
1344379,610000
1277241,460000
1312229,1100000
1269567,3299000
1274752,2290000
1306962,715000
1274166,450000
1308009,2199000
1286299,749000
1291591,515000
1273327,4345000
1269037,890000
1319490,219000
1262581,949950
1281076,1200000
1303063,385000
1328636,959000
1319599,459900
1270647,600000
1292853,11800000
1293838,4500000
1266846,429000
1332582,1600000
1291817,1697500
1335374,1395000
1266229,559000
1273924,960000
1334137,675000
1289791,566000
1303227,385000
1309145,327000
1279928,739000
1309468,380000
1315155,4299000
1320009,611000
1287651,625000
1259129,1700000
1353178,849000
1270458,2745703
1311956,449900
1337790,2998000
1321660,439000
1276718,740000
1274117,1198800
1253099,1449000
1341883,875000
1264680,985000
1323447,1299950
1332340,385000
1328661,649000
1257238,1448800
1320834,290000
1335182,749000
1337777,1375000
1265626,683000
1356606,347000
1299965,535000
1312095,1350000
1320463,425000
1334728,723516
1326776,2500000
1265824,780000
1273775,1189900
1320214,495000
1332365,1151818
1319931,350000
1333289,1999000
1314866,195000
1264036,2190000
1273849,449999
1336954,1798000
1275734,599900
1356490,3375000
1352790,764000
1325508,899000
1282641,599000
1350833,799000
1258554,1025000
1283589,5850000
1273602,825000
1284848,885000
1269604,479000
1275795,949900
1291444,399000
1330078,859000
1326442,1100000
1303188,765000
1263922,810000
1295643,391000
1278149,445000
1347896,399000
1303972,429995
1357941,589000
1273503,1899888
1342663,286999
1328172,1690000
1318723,325000
1358134,390000
1283696,999900
1342999,485000
1327943,649000
1322454,3998000
1269185,970000
1275901,650000
1272957,2295000
1337469,1699000
1263740,925000
1261143,1200000
1260085,375000
1335580,489000
1313652,485000
1347918,439990
1279190,640000
1349316,489000
1291248,469000
1344660,290000
1263043,659000
1333879,344950
1271005,2700000
1331479,3300000
1344396,3375000
1312066,92500
1257513,649999
1319512,325000
1265364,1285000
1312218,729000
1306175,1800000
1267970,619770
1284248,479900
1300361,380000
1272385,1149999
1338665,255000
1316863,549995
1332096,1198000
1281987,1300000
1326820,424707
1345828,599900
1316249,460000
1285979,1625000
1265375,799900
1302500,415000
1327639,370000
1273350,19995000
1333420,1550000
1293511,679900
1348206,715000
1300052,599000
1311655,382000
1339295,825000
1327271,799000
1280967,739900
1342195,740000
1329099,1245000
1312010,625000
1332766,770000
1271434,1750000
1297202,419900
1322565,425000
1276590,829000
1276512,79900
1277092,600000
1339082,639999
1337767,1188000
1349710,1200000
1349502,635000
1352711,369000
1303071,485000
1344097,199997
1268410,1100000
1271118,625000
1309467,380000
1327073,1250000
1284734,4450000
1269799,799000
1281868,720000
1272229,1250000
1356581,350000
1328910,1290000
1288872,1495000
1351481,425000
1343506,825000
1287870,610000
1310128,272999
1274777,725000
1306720,1299900
1289779,775000
1325613,1895000
1269726,995000
1269268,1699000
1267488,1099999
1335929,575000
1351102,624888
1335313,1199000
1345713,399000
1350987,679000
1316224,565000
1278241,549900
1265298,650000
1306486,7495000
1306203,1075000
1320996,350000
1347640,425000
1314185,750000
1353233,1350000
1322384,850000
1341858,299000
1287409,895000
1258630,800000
1338939,1080000
1313739,1955500
1357643,279900
1304658,999000
1349500,470000
1309351,259000
1258207,7000000
1341434,619000
1321230,565990
1258215,1400000
1267283,475000
1276276,699000
1307574,1278000
1308567,15995000
1311484,225000
1356611,163000
1337079,2499000
1352203,685000
1302957,950000
1304973,485000
1293853,104000
1281048,475000
1278515,510000
1291001,279000
1275891,535000
1280284,724999
1285241,1580000
1354879,850000
1285824,1048000
1324275,1088000
1341959,430000
1277087,1638000
1266756,389000
1327400,528044
1296396,575000
1253305,1595000
1299024,399990
1326891,995000
1261031,2198000
1352858,609000
1286443,5285000
1323456,1498000
1266919,2600000
1260577,1800000
1337625,3250000
1268431,7950000
1338361,299950
1322352,995000
1299056,489900
1322149,2495000
1333724,1440000
1265791,1620000
1296379,499000
1274432,1849000
1275515,750000
1337768,5000000
1311882,289900
1311123,435000
1260043,1330000
1350416,949999
1257858,340000
1339940,399900
1287090,843576
1310844,175000
1347098,569000
1355039,695000
1278358,460000
1293539,539900
1350762,659000
1352038,699900
1299424,365000
1284125,450000
1279375,660000
1347860,1850000
1275941,530000
1332591,1258000
1272094,900000
1320428,225000
1342003,574200
1306179,12995000
1325704,1275000
1330432,2199999
1278232,510000
1352644,420000
1341691,395000
1327837,1180000
1351992,333000
1264296,1028000
1318772,370000
1279239,445000
1320617,616000
1317942,530000
1342577,220000
1272838,1450000
1347086,2800000
1259540,1695000
1323385,2095000
1355525,495000
1355976,699000
1305183,724900
1265181,875000
1352421,650000
1264646,3880000
1265042,3680000
1258295,3199000
1262388,720000
1338401,799000
1311448,190000
1290577,2290000
1258559,2990000
1307001,695000
1311300,149999
1313376,420000
1350519,488573
1320034,530000
1326390,1895000
1331564,485000
1266194,1097500
1268827,1495000
1263535,650000
1315297,549870
1292943,5000000
1262268,639000
1280204,975000
1289944,625000
1327810,695000
1274707,5995000
1329134,779000
1310712,549800
1349855,450000
1285271,3750000
1323558,4098000
1253604,325000
1348832,489990
1285639,1495000
1279755,910990
1300186,525000
1270704,1100000
1258172,1000000
1346647,435000
1319817,225000
1326694,2950000
1299114,439900
1275272,699900
1338778,2950000
1261911,729900
1341874,440000
1354873,265000
1279052,420000
1344508,2495000
1268193,7295000
1332401,1055375
1320861,419900
1271389,659000
1326721,1349000
1295264,347000
1289285,1650000
1306926,1098000
1262427,555000
1298955,490000
1338505,508904
1332972,775000
1348500,229000
1281630,699900
1348393,600000
1330304,2998000
1334788,568000
1318677,450000
1343225,425000
1357018,319900
1277113,559900
1328149,595000
1336105,653000
1351971,399999
1272530,1350000
1264747,798888
1281739,1499900
1270459,3395000
1313497,750000
1290358,699000
1333849,494900
1279425,359900
1284178,999999
1349032,459995
1264743,1925000
1281808,859000
1285877,3999999
1288286,480000
1284137,740000
1293573,1695000
1261067,1650000
1325012,985000
1336582,525000
1344959,499000
1325330,1125000
1276554,560000
1274664,12995000
1267382,419900
1341452,365000
1319557,849900
1297418,450000
1261415,699000
1324297,2598000
1276475,440000
1267702,275000
1342121,450000
1328020,1749000
1348700,399900
1314490,249000
1348218,1295000
1276534,649900
1309619,264900
1300687,899000
1328271,499000
1351055,799900
1267575,1098900
1278587,510000
1309894,344900
1279191,580000
1253075,455000
1345506,459000
1305801,543490
1342507,700000
1315882,509000
1302595,399900
1338678,500000
1261868,2850000
1269016,1899000
1274039,499999
1262768,899000
1258412,1350000
1260739,829000
1340252,350000
1279870,1165000
1348693,499000
1337229,3395000
1307805,2174900
1265450,1088888
1280111,1050000
1300612,525000
1352201,499900
1286677,900000
1270860,1499000
1291385,579000
1321804,3981900
1286747,999888
1344250,325000
1345647,595000
1258274,799900
1308368,699000
1282508,99000
1267992,3500000
1278824,654960
1348240,461900
1335140,938000
1350633,704990
1306619,949900
1340264,355000
1332325,885500
1343072,499000
1312818,949000
1341956,449000
1352865,569900
1340519,549000
1335254,1495000
1340378,900000
1296156,365000
1279042,499950
1320126,420700
1325245,799000
1269251,779900
1345522,1999000
1299068,490000
1264103,1300000
1274759,1050000
1327791,975000
1325288,875000
1340811,615000
1317335,720000
1352192,549900
1338765,389999
1291628,445000
1266651,1295000
1348466,440000
1321187,555990
1273449,875000
1357765,309000
1271932,35000000
1258978,1575000
1306627,1095000
1320023,315000
1327713,550000
1338912,705000
1297424,550000
1266962,839900
1292810,689900
1335161,1195000
1340040,249000
1308092,749000
1279899,415000
1292317,900000
1324685,1095000
1333390,499000
1268322,575000
1295926,449900
1350359,540000
1337937,2799000
1325791,2148000
1306885,3790000
1318768,385500
1350125,625000
1278750,1075000
1319374,830000
1348016,492200
1326626,849000
1302335,575000
1317712,710000
1333127,415000
1264055,899900
1332852,917655
1287730,999999
1279563,489000
1265703,895000
1308697,334500
1267105,299000
1282434,699000
1305950,785000
1304943,577500
1340879,819000
1278262,509900
1336215,1200000
1330289,3198888
1311080,1250000
1344417,269000
1324133,2499000
1349238,539000
1319203,939000
1272753,1249900
1279571,348950
1305569,3150000
1352725,400000
1330120,2729000
1319391,714550
1298722,399900
1258985,1995000
1300377,418000
1279481,524900
1350400,569000
1270463,619000
1274667,2732400
1268988,1275000
1348988,499900
1276138,700000
1323454,2750000
1281446,950000
1266042,829000
1307136,2125000
1260646,1649000
1344677,299000
1257150,579000
1269918,2799000
1268012,1500000
1334551,1099500
1322594,2998000
1327202,1950000
1309568,399000
1281958,550000
1302227,449999
1306288,186000
1282828,32500000
1308259,450000
1347809,710000
1289941,265000
1320377,620000
1259570,1130000
1282542,1795000
1299201,425000
1282309,2650000
1307233,785000
1290990,675000
1279097,399918
1349859,730000
1329350,674000
1290383,480000
1322297,1399000
1350746,735000
1327712,575000
1257646,1098000
1331916,900000
1291233,115000
1308817,174500
1331487,1195000
1283881,4400000
1268290,4000000
1319932,340000
1327772,845000
1309135,300000
1289018,600000
1309621,1165000
1312962,650000
1302648,615000
1260547,949888
1285411,3750000
1269631,3250000
1309264,315000
1259578,795000
1357937,209000
1349232,410000
1351305,675000
1330548,1248000
1267282,929000
1325408,1125000
1262155,2059000
1307068,370000
1330141,799900
1315823,350000
1307175,925000
1338454,508800
1268283,699000
1318846,533888
1258670,919000
1351663,799000
1257396,850000
1338991,704000
1348830,350000
1283483,279000
1337233,1847000
1322287,850000
1336947,799000
1339376,309000
1326860,650000
1324081,5998000
1292070,1299000
1278509,499900
1261088,1880000
1322497,899000
1281728,1550000
1263654,1650000
1287714,120000
1273543,849000
1273176,2999999
1342255,699995
1355031,615000
1315316,695000
1270881,1799000
1344234,1029000
1318753,395500
1260956,1400000
1298029,549000
1262365,649000
1318755,439500
1278113,641500
1285693,1495000
1261682,515000
1280055,192000
1347087,1800000
1356941,329000
1342842,480000
1269777,5300000
1351450,995000
1348137,925000
1309850,239000
1324006,3299999
1335611,399900
1328785,1399000
1311550,330000
1294445,625000
1283838,1957700
1266813,1850000
1302029,498727
1336080,1800000
1274480,515000
1347495,290000
1340569,674999
1287201,875000
1273752,974500
1279562,535000
1344043,2500000
1348036,929900
1257668,1390000
1284147,2500000
1269900,1068000
1291943,598900
1297793,895000
1300673,475000
1334709,535000
1266265,589000
1275527,999950
1263461,875000
1277313,610000
1332665,1599950
1262505,1175000
1314433,230000
1279405,698000
1258437,2895000
1263633,400000
1315430,424000
1293193,349999
1337896,1250000
1298988,410000
1278344,585000
1318127,524999
1269116,1599000
1297869,498000
1313237,2150000
1320731,499000
1262064,1424999
1274510,1050000
1305199,380000
1277699,465000
1327165,949000
1328930,1180000
1315878,320000
1299949,425000
1323564,1189000
1260033,1625000
1263075,1099000
1280335,799000
1308091,2425000
1305343,849000
1336978,1200000
1349999,599900
1272580,2495000
1293815,598000
1272746,640000
1344943,95000
1291255,379555
1329936,779000
1271065,1250000
1350968,688500
1302271,595000
1299300,499900
1275787,899900
1288924,955000
1281771,1098000
1350722,582900
1318000,519900
1263765,725000
1331614,719900
1332906,525000
1309892,315000
1260513,675000
1321807,799000
1317595,1199000
1323808,2750000
1269906,1198000
1270508,799999
1281458,385000
1319309,140000
1349034,507900
1310470,379900
1341113,310000
1311479,339000
1314699,285000
1293133,409900
1354020,479000
1275702,745000
1312862,149950
1283822,779500
1258102,1250000
1343094,549950
1278430,620000
1332462,515000
1286272,802000
1347806,549000
1342986,699999
1322740,1899999
1344737,479000
1264918,680000
1257504,349777
1334591,574000
1333905,1399000
1343254,428500
1267360,899900
1268563,329900
1353637,339000
1344104,599000
1313044,976000
1273472,2295000
1269666,5500000
1282335,2250000
1340976,1199000
1344963,675000
1320037,621000
1293459,799000
1272858,750000
1347438,635000
1296901,884000
1281041,575000
1267797,1250000
1357102,160000
1322332,1845000
1323605,1799950
1332902,535000
1322803,2565000
1313716,1199000
1333797,435000
1290734,65000
1302322,420000
1337930,1298888
1356375,575000
1329875,1449000
1259921,799955
1266187,498888
1282656,599999
1347984,1650000
1350491,649900
1307728,660000
1291863,459000
1336000,1150000
1286584,725000
1280883,647000
1338117,1550000
1279963,525000
1334533,399000
1321519,349000
1355398,349000
1307669,685000
1304513,350000
1267247,1300000
1257266,898000
1263271,742000
1308465,291950
1311353,299000
1315376,299000
1328330,939000
1353863,250000
1284642,750000
1333652,649900
1331391,899700
1331048,1550000
1305566,3380000
1347562,599000
1340564,535000
1319291,639000
1351284,409000
1336400,599950
1287468,599000
1307266,1175000
1330445,1590000
1337371,750000
1308669,450000
1320426,393665
1330520,1181750
1284986,620000
1308994,290000
1257852,4400000
1267226,269000
1325624,1799000
1261051,887300
1266616,2395000
1292970,1750000
1300199,399900
1307153,1425000
1273939,779000
1321520,369900
1315113,365000
1292260,3395000
1290183,778000
1253909,2150000
1349272,440000
1326047,998888
1332672,998950
1257178,2100000
1271368,2095000
1289920,6000000
1269494,425000
1258143,540000
1258196,735000
1349911,624950
1263598,449000
1263422,1099000
1287208,850000
1312454,1350000
1263691,1240000
1327850,1640000
1321753,779000
1332457,828025
1353899,415000
1327248,799000
1337839,2188888
1312501,799000
1305976,1350000
1350950,724900
1280594,569000
1326236,1699000
1278315,510000
1268162,1295000
1282382,989000
1305475,479900
1332174,768805
1285126,3375000
1275817,999500
1350221,925000
1264681,1300000
1277193,320000
1351962,659500
1294056,340000
1291685,742000
1286641,899000
1290937,517000
1342641,599000
1349245,419000
1303002,824900
1331460,4480000
1295187,335000
1260158,11250000
1312296,3999000
1335646,679000
1299031,315000
1285973,1595000
1310502,530000
1325080,2895000
1273572,979000
1271697,1569000
1269588,818000
1291822,480000
1333972,1250000
1314649,74900
1318614,309900
1322168,870647
1351716,695000
1324851,5995000
1262591,750000
1350019,575000
1294045,1495000
1320676,879000
1287741,525000
1356795,133333
1319536,769000
1351409,550000
1300260,1200000
1304727,599999
1290394,499000
1267918,549000
1305906,1550000
1278669,635000
1323635,2300000
1286087,1375000
1336417,649000
1330467,1495000
1285761,1725000
1270677,1223000
1268406,750000
1276028,614999
1289670,541087
1324525,2400000
1331653,749800
1293732,450000
1298048,577000
1278442,625000
1271251,1289000
1337306,950000
1283498,365000
1322374,859990
1272645,250000
1269312,949898
1266291,570000
1302858,365000
1313053,549000
1335912,672000
1340595,429900
1310032,265000
1332250,564990
1357771,115000
1306398,1050000
1318843,1100000
1298777,349000
1336770,1970000
1349995,450000
1356699,240000
1279819,638000
1284408,619900
1286099,1675000
1338922,840000
1336216,1498000
1321441,579000
1332872,1390000
1312718,925000
1267139,1998770
1262614,1349999
1333220,1491000
1269187,2395000
1303835,99500
1324168,3498888
1330983,1588000
1286239,3300000
1348965,657900
1275706,821000
1287046,399000
1332443,699000
1297579,499950
1304019,874999
1350723,685000
1331226,1499000
1342417,689000
1350381,499000
1298355,280000
1258470,625000
1355256,499000
1328442,2495000
1332909,943000
1263795,780000
1262848,1995000
1279240,485000
1342792,315000
1306306,6000000
1309748,609000
1340064,328900
1291952,385000
1257803,1650000
1280654,989000
1312258,725000
1327545,995000
1293972,249900
1306779,1050000
1309998,399000
1322581,3380000
1306761,980000
1325785,1749000
1279461,469900
1274827,449000
1308356,850000
1332679,958645
1310241,326000
1273601,2795000
1319726,405000
1343498,200000
1351551,430000
1358078,598000
1296364,995000
1269811,1914000
1280884,749000
1307269,749000
1290578,525000
1276071,649000
1343296,1600000
1283836,1299000
1300829,489000
1262466,635000
1287338,589000
1346193,329000
1342306,499000
1321019,526228
1357773,229000
1332029,4698500
1351168,3498000
1327699,1750000
1275848,699000
1263006,1299000
1298077,998000
1313689,595000
1315805,533000
1304593,540000
1287069,827090
1258271,1150000
1324945,4395000
1346619,535000
1263778,699900
1284777,995000
1305836,599000
1280183,750000
1276115,499000
1352794,599000
1274165,875000
1281303,575000
1327430,1590000
1295914,674900
1304920,670000
1320651,649999
1281099,925000
1307113,1199999
1341064,799500
1339423,765000
1342971,315000
1307437,27000000
1307849,2100000
1259095,1249999
1268926,849000
1297985,3180000
1276969,855000
1286867,499000
1267734,749000
1285333,1350000
1337328,875000
1319544,289900
1276000,899000
1309964,549000
1264957,629000
1271095,875000
1298015,899999
1283855,450000
1259440,485000
1253203,850000
1263122,919000
1257439,519900
1324196,1287000
1311521,279990
1287842,5200000
1283952,2495000
1346524,5500000
1341157,295000
1309058,930000
1284314,3259000
1294014,340000
1343682,995000
1262980,650000
1349538,799000
1343073,399999
1327818,1395000
1352139,600000
1334724,1349997
1358780,175000
1303624,249000
1351546,350000
1262004,2950000
1320213,360000
1353563,709465
1340165,375000
1297421,430000
1352731,519000
1342771,549000
1267670,1600000
1308815,95000
1271051,459900
1350108,644900
1269012,1799000
1338746,420000
1285033,825000
1347569,800000
1269860,7995000
1317545,547500
1308985,180000
1268184,3995000
1302809,571000
1283179,15980000
1327988,449000
1336157,1088000
1270183,599000
1337456,1999500
1300049,438000
1265899,795000
1339721,869000
1258155,2150000
1282138,190000
1287819,775000
1341530,620000
1327323,795000
1358563,399000
1282256,820000
1261228,3240000
1305921,949900
1336720,625000
1322537,12800000
1307687,725000
1292606,1100000
1261603,749000
1292507,529000
1331497,689000
1352573,739000
1265940,975000
1307217,879900
1353499,379000
1341412,499900
1308896,395000
1333494,500000
1266598,754000
1326777,1525000
1327229,645000
1287546,505000
1302927,780000
1336821,630000
1322562,1358000
1277972,324900
1347217,925000
1349371,489900
1303474,685000
1259165,861990
1337528,1669000
1320254,629900
1262556,750000
1292969,3775000
1275543,1799000
1354818,299500
1330248,1199000
1257886,760000
1308119,5999000
1274507,525000
1311805,429000
1319954,325000
1292177,2795000
1293276,475000
1320177,269900
1303989,400000
1293190,1300000
1307371,675000
1309056,1799000
1347642,563000
1329256,2150000
1310607,80000
1258179,999000
1290249,190000
1273306,5995000
1357664,615000
1310617,225000
1279263,249888
1272794,1000000
1330614,1980000
1257349,892000
1334092,569000
1302174,389900
1330726,898000
1316181,315000
1339068,699000
1305580,2125000
1259420,906000
1321218,524900
1351725,1075000
1322436,998000
1350395,775000
1269138,1499000
1353197,1100000
1311983,375000
1275603,1229900
1344175,179000
1355521,720000
1309857,299900
1265382,1090000
1266875,23995000
1332942,2199000
1300406,465000
1261026,3795000
1357779,265000
1259705,7495000
1266155,899000
1303740,68000
1267216,679888
1290425,147000
1354940,525000
1327131,765000
1284510,995000
1321000,429900
1351445,490000
1320329,325000
1332726,688000
1279356,599000
1281306,1395000
1293165,5000000
1279140,765000
1261185,2195000
1259751,1998000
1353256,1395000
1262648,609900
1334810,2750000
1269699,1270000
1257180,598000
1349149,475000
1264961,889000
1271050,805000
1278206,525000
1260121,595000
1305948,995000
1274404,769900
1335776,1495000
1347439,575000
1310597,375000
1338544,335000
1329761,850000
1331339,1150000
1338559,410000
1330234,3625000
1264058,1794000
1261677,894999
1334012,499000
1257984,738000
1262181,900000
1331772,950000
1354178,689000
1340258,975000
1273671,1299000
1269499,2199999
1276668,406990
1289752,179900
1292643,714999
1309673,225000
1308864,399900
1288834,6295000
1348037,560000
1262042,925000
1323792,2298000
1286711,1195000
1349467,619999
1344150,199000
1271152,699900
1291637,625000
1267923,370000
1285818,917300
1334656,649950
1271790,3775000
1287866,650000
1259207,199000
1267824,510000
1282311,1229000
1276642,1193000
1257540,1350000
1289173,1200000
1267151,689999
1349180,549000
1353185,1150000
1276785,595000
1263082,595000
1289358,799000
1287779,999000
1323246,1299000
1330038,1588000
1350256,800000
1260919,833000
1312377,1995000
1259259,1499999
1343710,535000
1324111,3100000
1269733,699000
1264325,899000
1279695,399000
1356496,675000
